Record,Sale_amount,Sale_date,Beds,Baths,Sqft_home,Sqft_lot,Type,Build_year,Town,University
3555,290000,42404,3,1,1320,4356,Single Family,1983,"Corvallis, OR",Oregon State university
3556,273450,42557,3,2,1170,4791,Single Family,1931,"Corvallis, OR",Oregon State university
3557,425000,42509,4,2,1828,6969,Single Family,1948,"Corvallis, OR",Oregon State university
3558,120000,42394,3,3,3070,94960.8,Single Family,1994,"Corvallis, OR",Oregon State university
3559,300000,42541,4,4,4463,54014.4,Single Family,1968,"Corvallis, OR",Oregon State university
3560,270000,42489,2,1,744,5662,Single Family,1950,"Corvallis, OR",Oregon State university
3561,270000,42543,3,2,982,5663,Single Family,1950,"Corvallis, OR",Oregon State university
3562,200000,42453,2,1,773,5663,Single Family,1950,"Corvallis, OR",Oregon State university
3563,242000,42404,2,1,995,5663,Single Family,1950,"Corvallis, OR",Oregon State university
3564,270000,42513,2,1,1050,5663,Single Family,1950,"Corvallis, OR",Oregon State university
3565,282000,42403,3,2,1209,7405,Single Family,1951,"Corvallis, OR",Oregon State university
3566,253000,42479,2,1.5,876,3920,Single Family,1941,"Corvallis, OR",Oregon State university
3567,349900,42545,3,2.5,1714,11325.6,Single Family,1950,"Corvallis, OR",Oregon State university
3568,123400,42396,4,3,3284,7841,Multi Family,1950,"Corvallis, OR",Oregon State university
3569,348000,42429,4,2,1838,5662,Single Family,1924,"Corvallis, OR",Oregon State university
3570,395000,42496,4,3.5,3516,9147,Single Family,1937,"Corvallis, OR",Oregon State university
3571,350000,42537,6,3.5,2772,6534,Single Family,1946,"Corvallis, OR",Oregon State university
3572,434300,42551,3,3,3544,9583,Single Family,1948,"Corvallis, OR",Oregon State university
3573,281000,42405,5,3,2116,6534,Single Family,1949,"Corvallis, OR",Oregon State university
3574,320000,42536,4,3,1342,3920,Single Family,1909,"Corvallis, OR",Oregon State university
3575,255000,42409,3,1.5,1344,6969,Single Family,1938,"Corvallis, OR",Oregon State university
3576,317500,42489,2,2.5,3109,10018,Single Family,1959,"Corvallis, OR",Oregon State university
3577,316000,42403,4,2,3172,12632.4,Single Family,1951,"Corvallis, OR",Oregon State university
3578,265500,42506,2,1,970,5227,Single Family,1947,"Corvallis, OR",Oregon State university
3579,332000,42534,3,2,1564,4791,Single Family,1996,"Corvallis, OR",Oregon State university
3580,246500,42489,3,2,1320,6098,Multi Family,1956,"Corvallis, OR",Oregon State university
3581,267000,42559,2,2,1594,5227,Single Family,1938,"Corvallis, OR",Oregon State university
3582,317300,42390,4,2,1957,5227,Single Family,1934,"Corvallis, OR",Oregon State university
3583,340310,42496,6,2,2328,6969,Single Family,1920,"Corvallis, OR",Oregon State university
3584,247000,42552,3,1,1243,5662,Single Family,1922,"Corvallis, OR",Oregon State university
3585,330000,42521,3,3,2546,5662,Single Family,1923,"Corvallis, OR",Oregon State university
3586,499000,42496,9,5,3576,5144,Multi Family,1926,"Corvallis, OR",Oregon State university
3587,220100,42496,3,1,1322,6969,Single Family,1958,"Corvallis, OR",Oregon State university
3588,315000,42506,3,2,1832,9583,Single Family,1948,"Corvallis, OR",Oregon State university
3589,150000,42401,2,1,1008,9583,Single Family,1970,"Corvallis, OR",Oregon State university
3590,249000,42537,3,2,1022,5227,Single Family,1939,"Corvallis, OR",Oregon State university
3591,329000,42538,4,1,2166,4792,Single Family,1913,"Corvallis, OR",Oregon State university
3592,325000,42396,5,2,2492,8712,Single Family,1926,"Corvallis, OR",Oregon State university
3593,230850,42398,2,1,1846,19602,Multi Family,1947,"Corvallis, OR",Oregon State university
3594,305550,42537,4,2,1783,10018,Single Family,1957,"Corvallis, OR",Oregon State university
3595,277000,42521,3,1,1278,6098,Single Family,1914,"Corvallis, OR",Oregon State university
3596,288000,42528,3,2,1628,5227,Single Family,1935,"Corvallis, OR",Oregon State university
3597,290000,42535,3,1.5,1308,41382,Single Family,1956,"Corvallis, OR",Oregon State university
3598,207000,42506,3,1,2026,21780,Single Family,1948,"Corvallis, OR",Oregon State university
3599,250000,42489,3,1,1344,15246,Single Family,1942,"Corvallis, OR",Oregon State university
3600,270000,42486,4,3,2288,15681.6,Single Family,1974,"Corvallis, OR",Oregon State university
3601,226000,42461,2,1,912,8276,Single Family,1963,"Corvallis, OR",Oregon State university
3602,227500,42487,2,1,989,8276,Single Family,1964,"Corvallis, OR",Oregon State university
3603,475000,42474,3,3,3776,160300.8,Single Family,1950,"Corvallis, OR",Oregon State university
3604,218500,42460,3,2,1180,12196.8,Single Family,2015,"Corvallis, OR",Oregon State university
3605,230000,42513,2,1,1158,9583,Single Family,1942,"Corvallis, OR",Oregon State university
3606,409000,42461,3,3,2745,14374.8,Single Family,1958,"Corvallis, OR",Oregon State university
3607,185000,42459,4,2,2604,10018,Single Family,1975,"Corvallis, OR",Oregon State university
3608,528000,42523,4,4,3546,11325.6,Single Family,1946,"Corvallis, OR",Oregon State university
3609,390000,42545,3,2,1915,9583,Single Family,1978,"Corvallis, OR",Oregon State university
3610,324900,42544,4,2,1875,16117.2,Single Family,1959,"Corvallis, OR",Oregon State university
3611,300000,42493,3,2,2030,15246,Single Family,1957,"Corvallis, OR",Oregon State university
3612,214100,42450,3,2,1570,4791,Single Family,1933,"Corvallis, OR",Oregon State university
3613,134000,42479,3,1,988,9147,Single Family,1959,"Corvallis, OR",Oregon State university
3614,176000,42494,3,1,992,7405,Single Family,1942,"Corvallis, OR",Oregon State university
3615,190000,42389,4,1.5,1344,6969,Single Family,1972,"Corvallis, OR",Oregon State university
3616,238500,42431,7,2,1850,21780,Single Family,1961,"Corvallis, OR",Oregon State university
3617,328000,42515,3,2,1860,45738,Single Family,1977,"Corvallis, OR",Oregon State university
3618,330000,42410,3,2,1652,45302.4,Single Family,1971,"Corvallis, OR",Oregon State university
3619,341500,42445,4,2,1864,49658.4,Single Family,1974,"Corvallis, OR",Oregon State university
3620,675000,42410,3,3,2647,245242.8,Single Family,1981,"Corvallis, OR",Oregon State university
3621,325000,42398,3,2,2155,70567.2,Single Family,1978,"Corvallis, OR",Oregon State university
3622,265000,42475,2,1,910,37461.6,Single Family,1950,"Corvallis, OR",Oregon State university
3623,350000,42551,3,3,1809,12632.4,Single Family,1978,"Corvallis, OR",Oregon State university
3624,301100,42510,3,2,1496,12632.4,Single Family,1976,"Corvallis, OR",Oregon State university
3625,372500,42447,3,3,2143,10454,Single Family,1976,"Corvallis, OR",Oregon State university
3626,287500,42422,3,2,1748,130680,Single Family,1975,"Corvallis, OR",Oregon State university
3627,234900,42545,4,2,1556,5227,Single Family,1976,"Corvallis, OR",Oregon State university
3628,370000,42514,3,2,2562,7840,Single Family,1977,"Corvallis, OR",Oregon State university
3629,325000,42451,3,2,1551,7840,Single Family,1978,"Corvallis, OR",Oregon State university
3630,350000,42517,3,2,1612,9583,Single Family,1977,"Corvallis, OR",Oregon State university
3631,407000,42425,3,2,2162,9148,Single Family,1977,"Corvallis, OR",Oregon State university
3632,368000,42506,4,2,1956,9583,Single Family,1977,"Corvallis, OR",Oregon State university
3633,366000,42465,4,2,1876,7840,Single Family,1977,"Corvallis, OR",Oregon State university
3634,210000,42412,3,3,2418,31798.8,Single Family,1997,"Corvallis, OR",Oregon State university
3635,203500,42513,3,1,1270,5227,Single Family,1953,"Corvallis, OR",Oregon State university
3636,225000,42537,3,1.5,1055,5227,Single Family,1976,"Corvallis, OR",Oregon State university
3637,359900,42424,4,3,2346,10019,Single Family,1978,"Corvallis, OR",Oregon State university
3638,340000,42528,3,2,1320,8276,Single Family,1978,"Corvallis, OR",Oregon State university
3639,230000,42471,5,3,1834,10018,Single Family,1979,"Corvallis, OR",Oregon State university
3640,391000,42510,4,2.5,2696,56192.4,Single Family,1978,"Corvallis, OR",Oregon State university
3641,257500,42390,3,2,1306,7405,Single Family,1977,"Corvallis, OR",Oregon State university
3642,190000,42408,3,2,1048,9148,Single Family,1977,"Corvallis, OR",Oregon State university
3643,190000,42542,3,1,1180,6970,Single Family,1978,"Corvallis, OR",Oregon State university
3644,285000,42565,4,2,1720,8712,Single Family,1978,"Corvallis, OR",Oregon State university
3645,250000,42412,4,4,2144,20908.8,Multi Family,1978,"Corvallis, OR",Oregon State university
3646,280000,42493,3,2,1600,10018,Single Family,1978,"Corvallis, OR",Oregon State university
3647,336312,42460,3,2,1760,8276,Single Family,1978,"Corvallis, OR",Oregon State university
3648,408000,42426,8,4,3328,15681.6,Multi Family,1978,"Corvallis, OR",Oregon State university
3649,360000,42500,6,4,2535,7405,Multi Family,1978,"Corvallis, OR",Oregon State university
3650,650000,42527,4,5,4710,43560,Single Family,1981,"Corvallis, OR",Oregon State university
3651,549000,42423,4,3.5,6618,47480.4,Single Family,1978,"Corvallis, OR",Oregon State university
3652,359900,42531,4,2,1751,102366,Single Family,1977,"Corvallis, OR",Oregon State university
3653,272000,42487,4,2,1810,8712,Single Family,1978,"Corvallis, OR",Oregon State university
3654,439000,42540,3,3,2547,5662,Single Family,1998,"Corvallis, OR",Oregon State university
3655,417100,42472,4,2.5,2582,12632.4,Single Family,1988,"Corvallis, OR",Oregon State university
3656,286000,42489,3,2.5,1202,8276,Single Family,1979,"Corvallis, OR",Oregon State university
3657,414900,42478,3,2,2314,10890,Single Family,1989,"Corvallis, OR",Oregon State university
3658,565000,42538,1,2.5,2873,13068,Single Family,1990,"Corvallis, OR",Oregon State university
3659,448000,42551,3,2.5,2600,10890,Single Family,1988,"Corvallis, OR",Oregon State university
3660,385000,42450,3,2,2057,11761.2,Single Family,1991,"Corvallis, OR",Oregon State university
3661,250000,42397,3,2,1173,9147,Single Family,1980,"Corvallis, OR",Oregon State university
3662,384200,42563,4,3,2024,12196.8,Single Family,1980,"Corvallis, OR",Oregon State university
3663,638000,42472,4,3,3031,9583,Single Family,1994,"Corvallis, OR",Oregon State university
3664,190000,42507,3,2.5,2258,10890,Single Family,1994,"Corvallis, OR",Oregon State university
3665,387600,42517,3,2.5,2045,8276,Single Family,1990,"Corvallis, OR",Oregon State university
3666,215000,42451,3,1.5,1170,7405,Single Family,1979,"Corvallis, OR",Oregon State university
3667,242000,42488,3,2,1188,6098,Single Family,1980,"Corvallis, OR",Oregon State university
3668,245000,42460,3,2,1040,7405,Single Family,1980,"Corvallis, OR",Oregon State university
3669,220000,42524,3,2,1195,6970,Single Family,1980,"Corvallis, OR",Oregon State university
3670,80000,42489,2,2,1098,5227,Single Family,1980,"Corvallis, OR",Oregon State university
3671,200000,42473,2,2,1360,2614,Single Family,1980,"Corvallis, OR",Oregon State university
3672,525000,42542,4,3,3474,12196.8,Single Family,1989,"Corvallis, OR",Oregon State university
3673,400000,42401,4,4,2729,7840,Single Family,1980,"Corvallis, OR",Oregon State university
3674,355000,42460,4,3,2098,9583,Single Family,1981,"Corvallis, OR",Oregon State university
3675,147000,42550,1,1,885,3049,Single Family,1982,"Corvallis, OR",Oregon State university
3676,170000,42523,3,1.5,1227,4791,Single Family,1997,"Corvallis, OR",Oregon State university
3677,100000,42419,1,1,848,3485,Single Family,1981,"Corvallis, OR",Oregon State university
3678,73000,42482,4,2,2547,71002.8,Single Family,1979,"Corvallis, OR",Oregon State university
3679,369000,42530,3,2,1923,8712,Single Family,1986,"Corvallis, OR",Oregon State university
3680,235000,42514,3,2,1638,3049,Single Family,1978,"Corvallis, OR",Oregon State university
3681,235000,42530,3,2,1536,3049,Single Family,1980,"Corvallis, OR",Oregon State university
3682,221000,42559,3,2,1296,10018,Single Family,1980,"Corvallis, OR",Oregon State university
3683,285000,42388,3,2,1461,6969,Single Family,1988,"Corvallis, OR",Oregon State university
3684,225000,42551,5,4,4328,24829.2,Single Family,1994,"Corvallis, OR",Oregon State university
3685,135000,42502,3,2,1344,4791,Single Family,1982,"Corvallis, OR",Oregon State university
3686,387000,42551,3,2,1743,12632.4,Single Family,1988,"Corvallis, OR",Oregon State university
3687,715000,42524,4,3,3815,48351.6,Single Family,1990,"Corvallis, OR",Oregon State university
3688,445000,42508,4,3,2666,10454,Single Family,1990,"Corvallis, OR",Oregon State university
3689,975000,42429,4,3,4229,175546.8,Single Family,1976,"Corvallis, OR",Oregon State university
3690,694000,42445,5,3.5,4186,10018,Single Family,2000,"Corvallis, OR",Oregon State university
3691,510000,42475,5,4,2970,10890,Single Family,1991,"Corvallis, OR",Oregon State university
3692,325000,42496,3,2.5,1740,87120,Single Family,1992,"Corvallis, OR",Oregon State university
3693,325000,42508,4,3,2137,5227,Single Family,1994,"Corvallis, OR",Oregon State university
3694,335000,42438,3,3,1889,5663,Single Family,1993,"Corvallis, OR",Oregon State university
3695,375500,42430,4,2,2299,19166.4,Single Family,1957,"Corvallis, OR",Oregon State university
3696,266000,42503,3,2,1171,3920,Single Family,1994,"Corvallis, OR",Oregon State university
3697,409000,42467,3,3,2191,7840,Single Family,1994,"Corvallis, OR",Oregon State university
3698,311100,42517,3,2,1452,6534,Single Family,1994,"Corvallis, OR",Oregon State university
3699,250000,42496,2,2,1312,3484,Single Family,1996,"Corvallis, OR",Oregon State university
3700,790000,42527,6,4.5,5506,16988.4,Single Family,1996,"Corvallis, OR",Oregon State university
3701,313000,42507,3,2,2100,7841,Single Family,1996,"Corvallis, OR",Oregon State university
3702,286750,42528,3,2,1444,5227,Single Family,1996,"Corvallis, OR",Oregon State university
3703,280500,42412,3,2,1313,7405,Single Family,1995,"Corvallis, OR",Oregon State university
3704,330000,42508,4,3,2100,9148,Single Family,1995,"Corvallis, OR",Oregon State university
3705,1460000,42527,6,5,8468,216493.2,Single Family,1995,"Corvallis, OR",Oregon State university
3706,279500,42542,3,2,1704,8276,Single Family,1997,"Corvallis, OR",Oregon State university
3707,560000,42461,3,3,3971,14810.4,Single Family,2002,"Corvallis, OR",Oregon State university
3708,682000,42489,5,4,4703,48787.2,Single Family,1999,"Corvallis, OR",Oregon State university
3709,286900,42458,3,2,1623,6534,Single Family,1997,"Corvallis, OR",Oregon State university
3710,430000,42447,3,2,2300,10890,Single Family,2000,"Corvallis, OR",Oregon State university
3711,664476,42564,4,2,2984,16552.8,Single Family,2000,"Corvallis, OR",Oregon State university
3712,628000,42548,6,4,4909,10890,Single Family,1998,"Corvallis, OR",Oregon State university
3713,505000,42534,3,3,2624,10890,Single Family,2002,"Corvallis, OR",Oregon State university
3714,300000,42479,4,2,1920,8712,Single Family,1998,"Corvallis, OR",Oregon State university
3715,304000,42444,4,2.5,1765,9583,Single Family,1998,"Corvallis, OR",Oregon State university
3716,280000,42538,2,2,1320,4792,Single Family,1999,"Corvallis, OR",Oregon State university
3717,261000,42535,3,2,1440,6098,Single Family,2000,"Corvallis, OR",Oregon State university
3718,310000,42535,4,2,1814,23958,Single Family,1968,"Corvallis, OR",Oregon State university
3719,290000,42479,3,2,1544,21344.4,Single Family,1968,"Corvallis, OR",Oregon State university
3720,255000,42472,3,2,1345,29185.2,Single Family,1974,"Corvallis, OR",Oregon State university
3721,375000,42543,3,2,1696,124581.6,Single Family,1956,"Corvallis, OR",Oregon State university
3722,980000,42503,1,1,3604,108900,Multi Family,2001,"Corvallis, OR",Oregon State university
3723,305000,42544,3,3,1576,3484,Single Family,2001,"Corvallis, OR",Oregon State university
3724,283000,42445,2,3,1518,3485,Single Family,1999,"Corvallis, OR",Oregon State university
3725,449900,42548,3,2.5,2070,6098,Single Family,2002,"Corvallis, OR",Oregon State university
3726,423000,42544,4,2,1820,16117.2,Single Family,2005,"Corvallis, OR",Oregon State university
3727,217500,42426,3,2,1164,6970,Single Family,2001,"Corvallis, OR",Oregon State university
3728,322000,42517,3,3,1857,3484,Single Family,2001,"Corvallis, OR",Oregon State university
3729,510000,42529,4,3,3317,10454,Single Family,2001,"Corvallis, OR",Oregon State university
